"","fold","cvsplit","dimred","learner_id","auc","cell_selection","Model_training_phase","learner"
"4765","fold5","CVsplit1","hvg","learner15",0.777777777777778,"all_cells","validation",NA
"4766","fold5","CVsplit1","hvg","learner16",0.777777777777778,"all_cells","validation",NA
"4767","fold5","CVsplit1","hvg","learner17",1,"all_cells","validation",NA
"4768","fold5","CVsplit1","hvg","learner18",0.777777777777778,"all_cells","validation",NA
"4769","fold5","CVsplit1","hvg","learner19",0.666666666666667,"all_cells","validation",NA
"4770","fold5","CVsplit1","hvg","learner20",1,"all_cells","validation",NA
"4771","fold5","CVsplit1","hvg","learner21",0.777777777777778,"all_cells","validation",NA
"4772","fold5","CVsplit1","hvg","learner22",0.888888888888889,"all_cells","validation",NA
"4773","fold5","CVsplit1","hvg","learner23",1,"all_cells","validation",NA
"4774","fold5","CVsplit1","hvg","learner24",1,"all_cells","validation",NA
"4775","fold5","CVsplit1","hvg","learner25",1,"all_cells","validation",NA
"4776","fold5","CVsplit1","hvg","learner26",0.888888888888889,"all_cells","validation",NA
"4777","fold5","CVsplit1","hvg","learner27",0.777777777777778,"all_cells","validation",NA
"4778","fold5","CVsplit1","hvg","learner28",0.777777777777778,"all_cells","validation",NA
"4779","fold5","CVsplit1","hvg","learner29",1,"all_cells","validation",NA
"4780","fold5","CVsplit1","hvg","learner30",1,"all_cells","validation",NA
"4781","fold5","CVsplit1","hvg","learner31",1,"all_cells","validation",NA
"4782","fold5","CVsplit1","hvg","learner32",0.888888888888889,"all_cells","validation",NA
"4783","fold5","CVsplit1","hvg","learner33",0.666666666666667,"all_cells","validation",NA
"4784","fold5","CVsplit1","hvg","learner34",0.888888888888889,"all_cells","validation",NA
"4785","fold5","CVsplit1","hvg","learner35",0.888888888888889,"all_cells","validation",NA
"4786","fold5","CVsplit1","hvg","learner36",0.777777777777778,"all_cells","validation",NA
"4787","fold5","CVsplit1","hvg","learner37",0.888888888888889,"all_cells","validation",NA
"4788","fold5","CVsplit1","hvg","learner38",0.777777777777778,"all_cells","validation",NA
"4789","fold5","CVsplit1","hvg","learner39",0.777777777777778,"all_cells","validation",NA
"4790","fold5","CVsplit1","hvg","learner40",0.666666666666667,"all_cells","validation",NA
"4791","fold5","CVsplit1","hvg","learner41",1,"all_cells","validation",NA
"4792","fold5","CVsplit1","hvg","learner42",1,"all_cells","validation",NA
"4793","fold5","CVsplit1","hvg","learner43",0.666666666666667,"all_cells","validation",NA
"4794","fold5","CVsplit1","hvg","learner44",0.777777777777778,"all_cells","validation",NA
"4795","fold5","CVsplit1","hvg","learner45",1,"all_cells","validation",NA
"4796","fold5","CVsplit1","hvg","learner46",1,"all_cells","validation",NA
"4797","fold5","CVsplit1","hvg","learner47",0.888888888888889,"all_cells","validation",NA
"4798","fold5","CVsplit1","hvg","learner48",0.777777777777778,"all_cells","validation",NA
"4799","fold5","CVsplit1","hvg","learner49",1,"all_cells","validation",NA
"4800","fold5","CVsplit1","hvg","learner50",0.888888888888889,"all_cells","validation",NA
"4801","fold5","CVsplit2","hvg","learner01",1,"all_cells","validation",NA
"4802","fold5","CVsplit2","hvg","learner02",1,"all_cells","validation",NA
"4803","fold5","CVsplit2","hvg","learner03",1,"all_cells","validation",NA
"4804","fold5","CVsplit2","hvg","learner04",1,"all_cells","validation",NA
"4805","fold5","CVsplit2","hvg","learner05",1,"all_cells","validation",NA
"4806","fold5","CVsplit2","hvg","learner06",1,"all_cells","validation",NA
"4807","fold5","CVsplit2","hvg","learner07",1,"all_cells","validation",NA
"4808","fold5","CVsplit2","hvg","learner08",1,"all_cells","validation",NA
"4809","fold5","CVsplit2","hvg","learner09",1,"all_cells","validation",NA
"4810","fold5","CVsplit2","hvg","learner10",1,"all_cells","validation",NA
"4811","fold5","CVsplit2","hvg","learner11",1,"all_cells","validation",NA
"4812","fold5","CVsplit2","hvg","learner12",1,"all_cells","validation",NA
"4813","fold5","CVsplit2","hvg","learner13",1,"all_cells","validation",NA
"4814","fold5","CVsplit2","hvg","learner14",1,"all_cells","validation",NA
"4815","fold5","CVsplit2","hvg","learner15",1,"all_cells","validation",NA
"4816","fold5","CVsplit2","hvg","learner16",1,"all_cells","validation",NA
"4817","fold5","CVsplit2","hvg","learner17",1,"all_cells","validation",NA
"4818","fold5","CVsplit2","hvg","learner18",1,"all_cells","validation",NA
"4819","fold5","CVsplit2","hvg","learner19",1,"all_cells","validation",NA
"4820","fold5","CVsplit2","hvg","learner20",1,"all_cells","validation",NA
"4821","fold5","CVsplit2","hvg","learner21",1,"all_cells","validation",NA
"4822","fold5","CVsplit2","hvg","learner22",1,"all_cells","validation",NA
"4823","fold5","CVsplit2","hvg","learner23",1,"all_cells","validation",NA
"4824","fold5","CVsplit2","hvg","learner24",1,"all_cells","validation",NA
"4825","fold5","CVsplit2","hvg","learner25",1,"all_cells","validation",NA
"4826","fold5","CVsplit2","hvg","learner26",1,"all_cells","validation",NA
"4827","fold5","CVsplit2","hvg","learner27",1,"all_cells","validation",NA
"4828","fold5","CVsplit2","hvg","learner28",1,"all_cells","validation",NA
"4829","fold5","CVsplit2","hvg","learner29",1,"all_cells","validation",NA
"4830","fold5","CVsplit2","hvg","learner30",1,"all_cells","validation",NA
"4831","fold5","CVsplit2","hvg","learner31",1,"all_cells","validation",NA
"4832","fold5","CVsplit2","hvg","learner32",1,"all_cells","validation",NA
"4833","fold5","CVsplit2","hvg","learner33",1,"all_cells","validation",NA
"4834","fold5","CVsplit2","hvg","learner34",1,"all_cells","validation",NA
"4835","fold5","CVsplit2","hvg","learner35",1,"all_cells","validation",NA
"4836","fold5","CVsplit2","hvg","learner36",1,"all_cells","validation",NA
"4837","fold5","CVsplit2","hvg","learner37",1,"all_cells","validation",NA
"4838","fold5","CVsplit2","hvg","learner38",1,"all_cells","validation",NA
"4839","fold5","CVsplit2","hvg","learner39",1,"all_cells","validation",NA
"4840","fold5","CVsplit2","hvg","learner40",1,"all_cells","validation",NA
"4841","fold5","CVsplit2","hvg","learner41",1,"all_cells","validation",NA
"4842","fold5","CVsplit2","hvg","learner42",1,"all_cells","validation",NA
"4843","fold5","CVsplit2","hvg","learner43",1,"all_cells","validation",NA
"4844","fold5","CVsplit2","hvg","learner44",1,"all_cells","validation",NA
"4845","fold5","CVsplit2","hvg","learner45",1,"all_cells","validation",NA
"4846","fold5","CVsplit2","hvg","learner46",1,"all_cells","validation",NA
"4847","fold5","CVsplit2","hvg","learner47",1,"all_cells","validation",NA
"4848","fold5","CVsplit2","hvg","learner48",1,"all_cells","validation",NA
"4849","fold5","CVsplit2","hvg","learner49",1,"all_cells","validation",NA
"4850","fold5","CVsplit2","hvg","learner50",1,"all_cells","validation",NA
"4851","fold5","CVsplit3","hvg","learner01",0.666666666666667,"all_cells","validation",NA
"4852","fold5","CVsplit3","hvg","learner02",0.888888888888889,"all_cells","validation",NA
"4853","fold5","CVsplit3","hvg","learner03",0.666666666666667,"all_cells","validation",NA
"4854","fold5","CVsplit3","hvg","learner04",0.666666666666667,"all_cells","validation",NA
"4855","fold5","CVsplit3","hvg","learner05",0.888888888888889,"all_cells","validation",NA
"4856","fold5","CVsplit3","hvg","learner06",0.777777777777778,"all_cells","validation",NA
"4857","fold5","CVsplit3","hvg","learner07",0.888888888888889,"all_cells","validation",NA
"4858","fold5","CVsplit3","hvg","learner08",0.666666666666667,"all_cells","validation",NA
"4859","fold5","CVsplit3","hvg","learner09",0.888888888888889,"all_cells","validation",NA
"4860","fold5","CVsplit3","hvg","learner10",0.777777777777778,"all_cells","validation",NA
"4861","fold5","CVsplit3","hvg","learner11",0.666666666666667,"all_cells","validation",NA
"4862","fold5","CVsplit3","hvg","learner12",0.555555555555556,"all_cells","validation",NA
"4863","fold5","CVsplit3","hvg","learner13",0.666666666666667,"all_cells","validation",NA
"4864","fold5","CVsplit3","hvg","learner14",0.888888888888889,"all_cells","validation",NA
"4865","fold5","CVsplit3","hvg","learner15",0.777777777777778,"all_cells","validation",NA
"4866","fold5","CVsplit3","hvg","learner16",0.666666666666667,"all_cells","validation",NA
"4867","fold5","CVsplit3","hvg","learner17",0.777777777777778,"all_cells","validation",NA
"4868","fold5","CVsplit3","hvg","learner18",0.777777777777778,"all_cells","validation",NA
"4869","fold5","CVsplit3","hvg","learner19",0.777777777777778,"all_cells","validation",NA
"4870","fold5","CVsplit3","hvg","learner20",0.555555555555556,"all_cells","validation",NA
"4871","fold5","CVsplit3","hvg","learner21",0.666666666666667,"all_cells","validation",NA
"4872","fold5","CVsplit3","hvg","learner22",0.666666666666667,"all_cells","validation",NA
"4873","fold5","CVsplit3","hvg","learner23",0.666666666666667,"all_cells","validation",NA
"4874","fold5","CVsplit3","hvg","learner24",0.777777777777778,"all_cells","validation",NA
"4875","fold5","CVsplit3","hvg","learner25",0.555555555555556,"all_cells","validation",NA
"4876","fold5","CVsplit3","hvg","learner26",0.666666666666667,"all_cells","validation",NA
"4877","fold5","CVsplit3","hvg","learner27",0.888888888888889,"all_cells","validation",NA
"4878","fold5","CVsplit3","hvg","learner28",0.777777777777778,"all_cells","validation",NA
"4879","fold5","CVsplit3","hvg","learner29",0.777777777777778,"all_cells","validation",NA
"4880","fold5","CVsplit3","hvg","learner30",0.777777777777778,"all_cells","validation",NA
"4881","fold5","CVsplit3","hvg","learner31",0.777777777777778,"all_cells","validation",NA
"4882","fold5","CVsplit3","hvg","learner32",0.555555555555556,"all_cells","validation",NA
"4883","fold5","CVsplit3","hvg","learner33",0.777777777777778,"all_cells","validation",NA
"4884","fold5","CVsplit3","hvg","learner34",0.666666666666667,"all_cells","validation",NA
"4885","fold5","CVsplit3","hvg","learner35",0.666666666666667,"all_cells","validation",NA
"4886","fold5","CVsplit3","hvg","learner36",0.777777777777778,"all_cells","validation",NA
"4887","fold5","CVsplit3","hvg","learner37",0.666666666666667,"all_cells","validation",NA
"4888","fold5","CVsplit3","hvg","learner38",0.777777777777778,"all_cells","validation",NA
"4889","fold5","CVsplit3","hvg","learner39",0.555555555555556,"all_cells","validation",NA
"4890","fold5","CVsplit3","hvg","learner40",0.888888888888889,"all_cells","validation",NA
"4891","fold5","CVsplit3","hvg","learner41",0.777777777777778,"all_cells","validation",NA
"4892","fold5","CVsplit3","hvg","learner42",0.888888888888889,"all_cells","validation",NA
"4893","fold5","CVsplit3","hvg","learner43",0.555555555555556,"all_cells","validation",NA
"4894","fold5","CVsplit3","hvg","learner44",0.777777777777778,"all_cells","validation",NA
"4895","fold5","CVsplit3","hvg","learner45",0.777777777777778,"all_cells","validation",NA
"4896","fold5","CVsplit3","hvg","learner46",1,"all_cells","validation",NA
"4897","fold5","CVsplit3","hvg","learner47",0.777777777777778,"all_cells","validation",NA
"4898","fold5","CVsplit3","hvg","learner48",0.777777777777778,"all_cells","validation",NA
"4899","fold5","CVsplit3","hvg","learner49",0.666666666666667,"all_cells","validation",NA
"4900","fold5","CVsplit3","hvg","learner50",0.777777777777778,"all_cells","validation",NA
"4901","fold5","CVsplit4","hvg","learner01",1,"all_cells","validation",NA
"4902","fold5","CVsplit4","hvg","learner02",1,"all_cells","validation",NA
"4903","fold5","CVsplit4","hvg","learner03",1,"all_cells","validation",NA
"4904","fold5","CVsplit4","hvg","learner04",1,"all_cells","validation",NA
"4905","fold5","CVsplit4","hvg","learner05",1,"all_cells","validation",NA
"4906","fold5","CVsplit4","hvg","learner06",1,"all_cells","validation",NA
"4907","fold5","CVsplit4","hvg","learner07",1,"all_cells","validation",NA
"4908","fold5","CVsplit4","hvg","learner08",1,"all_cells","validation",NA
"4909","fold5","CVsplit4","hvg","learner09",1,"all_cells","validation",NA
"4910","fold5","CVsplit4","hvg","learner10",1,"all_cells","validation",NA
"4911","fold5","CVsplit4","hvg","learner11",1,"all_cells","validation",NA
"4912","fold5","CVsplit4","hvg","learner12",1,"all_cells","validation",NA
"4913","fold5","CVsplit4","hvg","learner13",1,"all_cells","validation",NA
"4914","fold5","CVsplit4","hvg","learner14",1,"all_cells","validation",NA
"4915","fold5","CVsplit4","hvg","learner15",1,"all_cells","validation",NA
"4916","fold5","CVsplit4","hvg","learner16",1,"all_cells","validation",NA
"4917","fold5","CVsplit4","hvg","learner17",1,"all_cells","validation",NA
"4918","fold5","CVsplit4","hvg","learner18",1,"all_cells","validation",NA
"4919","fold5","CVsplit4","hvg","learner19",1,"all_cells","validation",NA
"4920","fold5","CVsplit4","hvg","learner20",0.888888888888889,"all_cells","validation",NA
"4921","fold5","CVsplit4","hvg","learner21",1,"all_cells","validation",NA
"4922","fold5","CVsplit4","hvg","learner22",1,"all_cells","validation",NA
"4923","fold5","CVsplit4","hvg","learner23",1,"all_cells","validation",NA
"4924","fold5","CVsplit4","hvg","learner24",1,"all_cells","validation",NA
"4925","fold5","CVsplit4","hvg","learner25",1,"all_cells","validation",NA
"4926","fold5","CVsplit4","hvg","learner26",1,"all_cells","validation",NA
"4927","fold5","CVsplit4","hvg","learner27",1,"all_cells","validation",NA
"4928","fold5","CVsplit4","hvg","learner28",1,"all_cells","validation",NA
"4929","fold5","CVsplit4","hvg","learner29",1,"all_cells","validation",NA
"4930","fold5","CVsplit4","hvg","learner30",0.888888888888889,"all_cells","validation",NA
"4931","fold5","CVsplit4","hvg","learner31",1,"all_cells","validation",NA
"4932","fold5","CVsplit4","hvg","learner32",1,"all_cells","validation",NA
"4933","fold5","CVsplit4","hvg","learner33",1,"all_cells","validation",NA
"4934","fold5","CVsplit4","hvg","learner34",0.888888888888889,"all_cells","validation",NA
"4935","fold5","CVsplit4","hvg","learner35",1,"all_cells","validation",NA
"4936","fold5","CVsplit4","hvg","learner36",1,"all_cells","validation",NA
"4937","fold5","CVsplit4","hvg","learner37",1,"all_cells","validation",NA
"4938","fold5","CVsplit4","hvg","learner38",1,"all_cells","validation",NA
"4939","fold5","CVsplit4","hvg","learner39",1,"all_cells","validation",NA
"4940","fold5","CVsplit4","hvg","learner40",1,"all_cells","validation",NA
"4941","fold5","CVsplit4","hvg","learner41",1,"all_cells","validation",NA
"4942","fold5","CVsplit4","hvg","learner42",1,"all_cells","validation",NA
"4943","fold5","CVsplit4","hvg","learner43",1,"all_cells","validation",NA
"4944","fold5","CVsplit4","hvg","learner44",1,"all_cells","validation",NA
"4945","fold5","CVsplit4","hvg","learner45",1,"all_cells","validation",NA
"4946","fold5","CVsplit4","hvg","learner46",1,"all_cells","validation",NA
"4947","fold5","CVsplit4","hvg","learner47",1,"all_cells","validation",NA
"4948","fold5","CVsplit4","hvg","learner48",1,"all_cells","validation",NA
"4949","fold5","CVsplit4","hvg","learner49",1,"all_cells","validation",NA
"4950","fold5","CVsplit4","hvg","learner50",1,"all_cells","validation",NA
"4951","fold5","CVsplit5","hvg","learner01",0.888888888888889,"all_cells","validation",NA
"4952","fold5","CVsplit5","hvg","learner02",0.666666666666667,"all_cells","validation",NA
"4953","fold5","CVsplit5","hvg","learner03",0.666666666666667,"all_cells","validation",NA
"4954","fold5","CVsplit5","hvg","learner04",0.777777777777778,"all_cells","validation",NA
"4955","fold5","CVsplit5","hvg","learner05",0.888888888888889,"all_cells","validation",NA
"4956","fold5","CVsplit5","hvg","learner06",0.777777777777778,"all_cells","validation",NA
"4957","fold5","CVsplit5","hvg","learner07",0.888888888888889,"all_cells","validation",NA
"4958","fold5","CVsplit5","hvg","learner08",0.888888888888889,"all_cells","validation",NA
"4959","fold5","CVsplit5","hvg","learner09",0.777777777777778,"all_cells","validation",NA
"4960","fold5","CVsplit5","hvg","learner10",0.888888888888889,"all_cells","validation",NA
"4961","fold5","CVsplit5","hvg","learner11",0.777777777777778,"all_cells","validation",NA
"4962","fold5","CVsplit5","hvg","learner12",0.777777777777778,"all_cells","validation",NA
"4963","fold5","CVsplit5","hvg","learner13",0.666666666666667,"all_cells","validation",NA
"4964","fold5","CVsplit5","hvg","learner14",0.888888888888889,"all_cells","validation",NA
"4965","fold5","CVsplit5","hvg","learner15",0.888888888888889,"all_cells","validation",NA
"4966","fold5","CVsplit5","hvg","learner16",0.888888888888889,"all_cells","validation",NA
"4967","fold5","CVsplit5","hvg","learner17",0.888888888888889,"all_cells","validation",NA
"4968","fold5","CVsplit5","hvg","learner18",0.777777777777778,"all_cells","validation",NA
"4969","fold5","CVsplit5","hvg","learner19",0.777777777777778,"all_cells","validation",NA
"4970","fold5","CVsplit5","hvg","learner20",0.777777777777778,"all_cells","validation",NA
"4971","fold5","CVsplit5","hvg","learner21",0.888888888888889,"all_cells","validation",NA
"4972","fold5","CVsplit5","hvg","learner22",0.777777777777778,"all_cells","validation",NA
"4973","fold5","CVsplit5","hvg","learner23",0.888888888888889,"all_cells","validation",NA
"4974","fold5","CVsplit5","hvg","learner24",0.777777777777778,"all_cells","validation",NA
"4975","fold5","CVsplit5","hvg","learner25",0.777777777777778,"all_cells","validation",NA
"4976","fold5","CVsplit5","hvg","learner26",0.888888888888889,"all_cells","validation",NA
"4977","fold5","CVsplit5","hvg","learner27",0.666666666666667,"all_cells","validation",NA
"4978","fold5","CVsplit5","hvg","learner28",0.777777777777778,"all_cells","validation",NA
"4979","fold5","CVsplit5","hvg","learner29",0.888888888888889,"all_cells","validation",NA
"4980","fold5","CVsplit5","hvg","learner30",0.666666666666667,"all_cells","validation",NA
"4981","fold5","CVsplit5","hvg","learner31",0.888888888888889,"all_cells","validation",NA
"4982","fold5","CVsplit5","hvg","learner32",0.666666666666667,"all_cells","validation",NA
"4983","fold5","CVsplit5","hvg","learner33",0.666666666666667,"all_cells","validation",NA
"4984","fold5","CVsplit5","hvg","learner34",0.888888888888889,"all_cells","validation",NA
"4985","fold5","CVsplit5","hvg","learner35",0.888888888888889,"all_cells","validation",NA
"4986","fold5","CVsplit5","hvg","learner36",0.777777777777778,"all_cells","validation",NA
"4987","fold5","CVsplit5","hvg","learner37",0.888888888888889,"all_cells","validation",NA
"4988","fold5","CVsplit5","hvg","learner38",0.777777777777778,"all_cells","validation",NA
"4989","fold5","CVsplit5","hvg","learner39",0.777777777777778,"all_cells","validation",NA
"4990","fold5","CVsplit5","hvg","learner40",0.666666666666667,"all_cells","validation",NA
"4991","fold5","CVsplit5","hvg","learner41",0.888888888888889,"all_cells","validation",NA
"4992","fold5","CVsplit5","hvg","learner42",0.888888888888889,"all_cells","validation",NA
"4993","fold5","CVsplit5","hvg","learner43",0.777777777777778,"all_cells","validation",NA
"4994","fold5","CVsplit5","hvg","learner44",0.777777777777778,"all_cells","validation",NA
"4995","fold5","CVsplit5","hvg","learner45",0.888888888888889,"all_cells","validation",NA
"4996","fold5","CVsplit5","hvg","learner46",0.888888888888889,"all_cells","validation",NA
"4997","fold5","CVsplit5","hvg","learner47",0.777777777777778,"all_cells","validation",NA
"4998","fold5","CVsplit5","hvg","learner48",0.666666666666667,"all_cells","validation",NA
"4999","fold5","CVsplit5","hvg","learner49",0.888888888888889,"all_cells","validation",NA
"5000","fold5","CVsplit5","hvg","learner50",0.777777777777778,"all_cells","validation",NA
"5001","fold1","learner26cvsplit1","corrgpca","learner26",0.444444444444444,"all_cells","evaluation",NA
"5002","fold1","learner38cvsplit1","corrgpca","learner38",0.777777777777778,"all_cells","evaluation",NA
"5003","fold1","learner44cvsplit1","corrgpca","learner44",0.555555555555556,"all_cells","evaluation",NA
"5004","fold1","learner06cvsplit1","diffgen","learner06",0.333333333333333,"all_cells","evaluation",NA
"5005","fold1","learner29cvsplit1","diffgen","learner29",0.333333333333333,"all_cells","evaluation",NA
"5006","fold1","learner49cvsplit1","diffgen","learner49",0.444444444444444,"all_cells","evaluation",NA
"5007","fold1","learner04cvsplit1","hvg","learner04",0.777777777777778,"all_cells","evaluation",NA
"5008","fold1","learner09cvsplit1","hvg","learner09",0.777777777777778,"all_cells","evaluation",NA
"5009","fold1","learner19cvsplit1","hvg","learner19",0.555555555555556,"all_cells","evaluation",NA
"5010","fold1","learner10cvsplit4","pca","learner10",0.888888888888889,"all_cells","evaluation",NA
"5011","fold1","learner20cvsplit4","pca","learner20",1,"all_cells","evaluation",NA
"5012","fold1","learner41cvsplit4","pca","learner41",0.777777777777778,"all_cells","evaluation",NA
"5013","fold2","learner33cvsplit5","corrgpca","learner33",1,"all_cells","evaluation",NA
"5014","fold2","learner38cvsplit5","corrgpca","learner38",1,"all_cells","evaluation",NA
"5015","fold2","learner40cvsplit5","corrgpca","learner40",1,"all_cells","evaluation",NA
"5016","fold2","learner13cvsplit1","diffgen","learner13",0.444444444444444,"all_cells","evaluation",NA
"5017","fold2","learner44cvsplit5","diffgen","learner44",1,"all_cells","evaluation",NA
"5018","fold2","learner50cvsplit5","diffgen","learner50",1,"all_cells","evaluation",NA
"5019","fold2","learner05cvsplit4","hvg","learner05",0.777777777777778,"all_cells","evaluation",NA
"5020","fold2","learner34cvsplit2","hvg","learner34",1,"all_cells","evaluation",NA
"5021","fold2","learner42cvsplit2","hvg","learner42",1,"all_cells","evaluation",NA
"5022","fold2","learner12cvsplit2","pca","learner12",0.777777777777778,"all_cells","evaluation",NA
"5023","fold2","learner14cvsplit2","pca","learner14",0.888888888888889,"all_cells","evaluation",NA
"5024","fold2","learner38cvsplit4","pca","learner38",0.888888888888889,"all_cells","evaluation",NA
"5025","fold3","learner04cvsplit3","corrgpca","learner04",0.888888888888889,"all_cells","evaluation",NA
"5026","fold3","learner22cvsplit3","corrgpca","learner22",0.888888888888889,"all_cells","evaluation",NA
"5027","fold3","learner24cvsplit3","corrgpca","learner24",0.777777777777778,"all_cells","evaluation",NA
"5028","fold3","learner28cvsplit3","diffgen","learner28",0.777777777777778,"all_cells","evaluation",NA
"5029","fold3","learner30cvsplit3","diffgen","learner30",0.888888888888889,"all_cells","evaluation",NA
"5030","fold3","learner50cvsplit3","diffgen","learner50",0.888888888888889,"all_cells","evaluation",NA
"5031","fold3","learner06cvsplit1","hvg","learner06",0.555555555555556,"all_cells","evaluation",NA
"5032","fold3","learner24cvsplit1","hvg","learner24",0.555555555555556,"all_cells","evaluation",NA
"5033","fold3","learner45cvsplit1","hvg","learner45",0.666666666666667,"all_cells","evaluation",NA
"5034","fold3","learner19cvsplit1","pca","learner19",1,"all_cells","evaluation",NA
"5035","fold3","learner34cvsplit1","pca","learner34",0.888888888888889,"all_cells","evaluation",NA
"5036","fold3","learner50cvsplit1","pca","learner50",1,"all_cells","evaluation",NA
"5037","fold4","learner23cvsplit3","corrgpca","learner23",0.333333333333333,"all_cells","evaluation",NA
"5038","fold4","learner32cvsplit3","corrgpca","learner32",0.444444444444444,"all_cells","evaluation",NA
"5039","fold4","learner36cvsplit3","corrgpca","learner36",1,"all_cells","evaluation",NA
"5040","fold4","learner06cvsplit3","diffgen","learner06",0.222222222222222,"all_cells","evaluation",NA
"5041","fold4","learner32cvsplit1","diffgen","learner32",0.222222222222222,"all_cells","evaluation",NA
"5042","fold4","learner32cvsplit3","diffgen","learner32",0.222222222222222,"all_cells","evaluation",NA
"5043","fold4","learner32cvsplit5","hvg","learner32",0.222222222222222,"all_cells","evaluation",NA
"5044","fold4","learner44cvsplit3","hvg","learner44",0.222222222222222,"all_cells","evaluation",NA
"5045","fold4","learner50cvsplit3","hvg","learner50",0.555555555555556,"all_cells","evaluation",NA
"5046","fold4","learner15cvsplit1","pca","learner15",0.666666666666667,"all_cells","evaluation",NA
"5047","fold4","learner28cvsplit1","pca","learner28",0.333333333333333,"all_cells","evaluation",NA
"5048","fold4","learner45cvsplit1","pca","learner45",0.666666666666667,"all_cells","evaluation",NA
"5049","fold5","learner23cvsplit2","corrgpca","learner23",0.222222222222222,"all_cells","evaluation",NA
"5050","fold5","learner32cvsplit2","corrgpca","learner32",0.222222222222222,"all_cells","evaluation",NA
"5051","fold5","learner36cvsplit2","corrgpca","learner36",0.222222222222222,"all_cells","evaluation",NA
"5052","fold5","learner06cvsplit1","diffgen","learner06",0.333333333333333,"all_cells","evaluation",NA
"5053","fold5","learner23cvsplit1","diffgen","learner23",0.222222222222222,"all_cells","evaluation",NA
"5054","fold5","learner32cvsplit1","diffgen","learner32",0.222222222222222,"all_cells","evaluation",NA
"5055","fold5","learner01cvsplit4","hvg","learner01",0,"all_cells","evaluation",NA
"5056","fold5","learner06cvsplit4","hvg","learner06",0.222222222222222,"all_cells","evaluation",NA
"5057","fold5","learner23cvsplit4","hvg","learner23",0.222222222222222,"all_cells","evaluation",NA
"5058","fold5","learner08cvsplit2","pca","learner08",0.555555555555556,"all_cells","evaluation",NA
"5059","fold5","learner08cvsplit4","pca","learner08",0.666666666666667,"all_cells","evaluation",NA
"5060","fold5","learner35cvsplit2","pca","learner35",0.666666666666667,"all_cells","evaluation",NA
"5061","fold1","CVsplit2","corrgpca","learner01",0.666666666666667,"cycling_fibroblasts","validation",NA
"5062","fold1","CVsplit2","corrgpca","learner02",0.666666666666667,"cycling_fibroblasts","validation",NA
"5063","fold1","CVsplit2","corrgpca","learner03",0.666666666666667,"cycling_fibroblasts","validation",NA
"5064","fold1","CVsplit2","corrgpca","learner04",0.666666666666667,"cycling_fibroblasts","validation",NA
"5065","fold1","CVsplit2","corrgpca","learner05",0.833333333333333,"cycling_fibroblasts","validation",NA
"5066","fold1","CVsplit2","corrgpca","learner06",0.666666666666667,"cycling_fibroblasts","validation",NA
"5067","fold1","CVsplit2","corrgpca","learner07",0.333333333333333,"cycling_fibroblasts","validation",NA
"5068","fold1","CVsplit2","corrgpca","learner08",0.666666666666667,"cycling_fibroblasts","validation",NA
"5069","fold1","CVsplit2","corrgpca","learner09",0.666666666666667,"cycling_fibroblasts","validation",NA
"5070","fold1","CVsplit2","corrgpca","learner10",0.333333333333333,"cycling_fibroblasts","validation",NA
"5071","fold1","CVsplit2","corrgpca","learner11",0.666666666666667,"cycling_fibroblasts","validation",NA
"5072","fold1","CVsplit2","corrgpca","learner12",0.333333333333333,"cycling_fibroblasts","validation",NA
"5073","fold1","CVsplit2","corrgpca","learner13",0.666666666666667,"cycling_fibroblasts","validation",NA
"5074","fold1","CVsplit2","corrgpca","learner14",0.666666666666667,"cycling_fibroblasts","validation",NA
"5075","fold1","CVsplit2","corrgpca","learner15",1,"cycling_fibroblasts","validation",NA
"5076","fold1","CVsplit2","corrgpca","learner16",1,"cycling_fibroblasts","validation",NA
"5077","fold1","CVsplit2","corrgpca","learner17",0.333333333333333,"cycling_fibroblasts","validation",NA
"5078","fold1","CVsplit2","corrgpca","learner18",0.666666666666667,"cycling_fibroblasts","validation",NA
"5079","fold1","CVsplit2","corrgpca","learner19",0.666666666666667,"cycling_fibroblasts","validation",NA
"5080","fold1","CVsplit2","corrgpca","learner20",0.333333333333333,"cycling_fibroblasts","validation",NA
"5081","fold1","CVsplit2","corrgpca","learner21",0.666666666666667,"cycling_fibroblasts","validation",NA
"5082","fold1","CVsplit2","corrgpca","learner22",0.666666666666667,"cycling_fibroblasts","validation",NA
"5083","fold1","CVsplit2","corrgpca","learner23",0.5,"cycling_fibroblasts","validation",NA
"5084","fold1","CVsplit2","corrgpca","learner24",0.5,"cycling_fibroblasts","validation",NA
"5085","fold1","CVsplit2","corrgpca","learner25",0.333333333333333,"cycling_fibroblasts","validation",NA
"5086","fold1","CVsplit2","corrgpca","learner26",0.666666666666667,"cycling_fibroblasts","validation",NA
"5087","fold1","CVsplit2","corrgpca","learner27",0.666666666666667,"cycling_fibroblasts","validation",NA
"5088","fold1","CVsplit2","corrgpca","learner28",0.666666666666667,"cycling_fibroblasts","validation",NA
"5089","fold1","CVsplit2","corrgpca","learner29",0.666666666666667,"cycling_fibroblasts","validation",NA
"5090","fold1","CVsplit2","corrgpca","learner30",0.666666666666667,"cycling_fibroblasts","validation",NA
"5091","fold1","CVsplit2","corrgpca","learner31",1,"cycling_fibroblasts","validation",NA
"5092","fold1","CVsplit2","corrgpca","learner32",0.666666666666667,"cycling_fibroblasts","validation",NA
